title	area
353	1
354	1
355	1
356	1
357	1
358	1
359	1
360	1
361	1
362	1
363	1
364	1
365	1
366	1
367	1
368	1
369	1
370	1
371	1
374	1
375	1
376	1
378	1
380	1
381	1
382	1
383	1
384	1
385	1
386	1
387	1
388	1
389	1
391	1
392	1
393	1
394	1
395	1
396	1
397	1
398	8
400	1
402	1
403	1
404	1
405	1
406	1
407	1
409	1
410	1
411	1
412	1
413	1
414	1
415	1
417	1
418	1
419	1
420	1
421	1
423	1
424	1
425	1
426	1
427	1
428	1
429	1
430	1
431	1
432	1
433	1
434	1
435	1
436	1
437	1
438	1
440	1
441	1
442	1
443	1
445	1
446	1
447	1
448	1
449	1
450	1
451	1
452	1
453	1
454	1
456	1
458	1
459	1
460	1
461	1
462	1
463	1
465	1
466	1
467	1
468	1
469	1
470	1
471	1
472	1
473	1
474	1
475	1
476	8
477	1
478	1
479	1
480	1
481	1
482	1
483	1
484	1
486	1
487	1
488	1
490	1
491	1
492	1
494	1
495	1
496	1
497	1
498	1
499	1
500	1
501	1
502	1
503	1
504	1
505	1
506	1
507	1
508	1
510	1
511	1
512	1
515	1
516	1
517	1
518	1
519	1
522	1
523	1
524	1
525	1
526	1
527	8
528	1
529	1
530	1
531	1
532	1
533	1
534	1
536	1
538	1
539	1
542	1
543	1
544	1
545	1
546	1
547	1
548	1
549	1
550	1
551	1
552	1
554	1
555	1
556	1
558	1
559	1
560	1
561	1
562	1
563	1
564	1
565	1
566	1
567	1
568	1
570	1
571	1
573	1
575	1
576	1
577	1
578	1
579	1
580	1
581	1
582	1
583	1
584	1
585	1
587	1
588	1
589	1
590	1
591	8
592	1
593	1
594	1
595	1
596	1
598	1
599	1
600	1
601	1
602	1
603	1
604	1
607	1
608	1
609	1
610	1
611	1
612	1
613	1
614	1
615	1
617	1
618	1
619	1
620	1
621	1
622	1
623	1
624	1
625	1
626	1
627	1
628	1
629	1
630	1
631	1
632	1
633	1
634	1
635	1
636	1
637	1
638	8
639	1
640	1
641	1
642	1
645	1
646	1
647	1
648	1
649	1
650	1
652	1
653	1
654	1
655	1
656	1
657	1
658	1
659	1
660	1
662	1
663	1
664	1
665	1
666	1
667	1
668	1
670	1
671	1
673	1
674	1
675	1
677	1
678	1
679	1
680	1
681	1
682	1
683	1
684	1
685	1
687	1
688	1
689	1
690	1
691	1
693	1
694	1
695	1
696	1
697	1
697	1
698	1
699	1
700	1
701	1
702	1
703	1
704	1
705	1
706	1
707	1
708	1
711	1
712	1
713	1
714	1
715	1
716	1
717	1
718	1
719	1
720	1
721	1
722	1
723	1
724	1
725	1
726	1
727	1
728	1
729	1
730	1
731	1
732	1
733	1
734	1
735	1
736	1
737	1
738	1
739	1
740	1
741	1
742	1
743	1
744	1
745	1
746	1
747	1
748	1
751	1
753	1
754	1
755	1
756	1
757	1
758	1
760	1
761	1
762	1
763	1
764	1
765	1
767	1
768	1
769	1
770	1
772	1
773	1
774	1
775	1
776	1
777	1
778	1
779	1
780	1
781	1
783	1
784	1
785	1
786	1
790	1
791	1
793	1
794	1
795	1
797	1
798	1
800	2
800	1
801	1
802	1
805	1
806	1
807	1
808	1
809	1
810	1
811	1
812	1
813	1
814	1
815	1
817	1
818	1
819	1
821	1
822	1
823	1
824	1
825	1
826	1
827	1
829	1
830	1
831	1
832	1
833	1
835	1
836	1
837	1
838	1
839	1
840	1
841	1
842	1
843	1
844	1
845	1
846	1
847	1
849	1
850	1
852	1
853	1
854	1
855	1
855	1
855	1
855	1
856	1
857	1
858	1
859	1
861	1
862	1
863	1
864	1
867	1
869	1
871	1
872	1
873	1
874	1
875	1
876	1
877	1
879	1
880	1
882	1
884	1
885	1
886	1
887	1
889	1
890	1
892	1
893	1
894	1
896	1
897	1
898	1
900	1
901	1
902	1
903	1
904	1
905	1
906	1
907	1
908	1
909	1
910	1
911	1
912	1
913	1
914	1
915	1
916	1
917	1
918	1
919	1
920	1
921	1
922	1
923	1
924	1
925	1
926	1
927	1
928	1
930	1
931	1
932	1
933	1
934	1
935	1
937	1
938	1
939	1
940	1
941	1
942	1
943	1
944	1
945	1
947	1
948	1
949	1
952	1
953	1
954	1
955	1
956	1
957	1
958	1
959	1
960	1
961	1
962	1
964	1
965	1
966	1
967	1
968	1
969	1
971	1
972	1
974	1
975	1
976	1
978	1
979	1
980	1
981	1
982	1
984	1
986	1
987	1
988	1
989	1
990	1
991	1
992	1
993	1
994	1
995	1
996	1
997	1
998	1
999	1
1000	1
1001	1
1002	1
1003	1
1005	1
1007	1
1008	1
1009	1
1011	1
1012	1
1013	1
1014	1
1015	1
1016	1
1017	1
1018	1
1019	1
1020	2
1020	1
1022	1
1023	1
1024	1
1025	1
1026	1
1028	1
1029	1
1030	1
1031	1
1032	1
1033	1
1034	1
1035	1
1036	1
1038	1
1039	1
1040	1
1041	1
1042	1
1043	1
1044	1
1045	1
1046	1
1049	1
1050	1
1051	1
1052	1
1053	1
1054	1
1056	1
1057	1
1058	1
1059	1
1060	1
1061	1
1062	1
1063	1
1064	1
1065	1
1066	1
1067	1
1068	1
1069	1
1070	1
1071	1
1072	1
1073	1
1074	1
1075	1
1076	1
1077	1
1078	1
1079	1
1080	1
1081	1
1082	1
1083	1
1084	1
1086	1
1087	1
1088	1
1089	1
1090	1
1091	1
1092	1
1093	1
1094	1
1095	1
1099	3
1101	3
1102	3
1104	3
1110	3
1111	3
1113	3
1115	3
1116	3
1117	3
1118	3
1119	3
1120	3
1121	3
1122	3
1125	3
1126	3
1127	3
1129	3
1133	3
1134	3
1140	3
1142	3
1143	3
1144	3
1146	3
1148	3
1150	3
1151	3
1154	3
1155	3
1158	3
1159	3
1161	3
1162	3
1163	3
1165	3
1166	3
1170	3
1172	3
1176	3
1177	3
1178	3
1180	3
1181	3
1186	3
1188	3
1189	3
1190	3
1191	3
1193	3
1194	3
1198	3
1199	3
1200	3
1201	3
1202	3
1205	3
1206	3
1211	3
1212	3
1214	3
1217	3
1218	3
1220	3
1221	3
1222	3
1225	3
1226	3
1227	3
1228	3
1231	3
1232	3
1234	3
1235	3
1236	3
1238	3
1239	3
1240	3
1241	3
1245	3
1245	3
1246	3
1251	3
1253	3
1254	3
1256	3
1260	3
1262	3
1263	3
1269	3
1270	3
1272	3
1274	3
1275	3
1276	3
1278	3
1281	3
1282	3
1283	3
1284	3
1286	3
1288	3
1289	3
1290	3
1291	3
1293	3
1294	3
1295	3
1296	3
1300	3
1301	3
1302	3
1305	3
1306	3
1309	3
1310	3
1312	3
1314	3
1321	3
1322	3
1325	3
1326	3
1329	3
1330	3
1331	3
1332	3
1337	3
1342	3
1344	3
1346	3
1347	3
1349	3
1351	3
1352	3
1353	3
1358	3
1359	3
1364	3
1365	3
1366	3
1371	3
1372	3
1373	3
1376	3
1377	3
1378	3
1381	3
1384	3
1387	3
1390	3
1391	3
1395	3
1396	3
1397	3
1400	3
1401	3
1402	3
1403	3
1404	3
1407	3
1409	3
1412	3
1413	3
1415	3
1417	3
1420	3
1422	3
1423	3
1424	3
1426	3
1427	3
1429	3
1430	3
1431	3
1432	3
1433	3
1434	3
1435	3
1436	3
1438	3
1439	3
1440	3
1441	3
1442	3
1445	3
1447	3
1448	3
1449	3
1450	3
1451	3
1453	3
1454	3
1455	3
1464	3
1465	3
1466	3
1467	3
1469	3
1472	3
1473	3
1474	3
1475	3
1478	3
1479	3
1480	3
1486	3
1487	3
1489	3
1490	3
1491	3
1493	3
1496	3
1497	3
1498	3
1499	3
1500	3
1501	3
1506	3
1507	3
1508	3
1509	3
1512	3
1515	3
1516	3
1517	3
1520	3
1522	3
1523	3
1525	3
1526	3
1528	3
1529	3
1530	3
1531	3
1533	3
1536	3
1537	3
1538	3
1539	3
1541	3
1544	3
1548	3
1552	3
1554	3
1555	3
1556	3
1557	3
1559	3
1561	3
1562	3
1564	3
1565	3
1566	3
1567	3
1568	3
1570	3
1571	3
1572	3
1574	3
1575	3
1576	3
1577	3
1579	3
1580	3
1581	3
1582	3
1585	3
1588	3
1590	3
1591	3
1592	3
1593	3
1594	3
1595	3
1596	3
1598	3
1599	3
1600	3
1602	3
1604	3
1605	3
1607	3
1608	3
1611	3
1613	3
1617	3
1619	3
1620	3
1622	3
1623	3
1624	3
1626	3
1627	3
1628	3
1631	3
1632	3
1634	3
1635	3
1636	3
1638	3
1641	3
1643	3
1645	3
1646	3
1651	3
1652	3
1653	3
1654	3
1655	3
1656	3
1657	3
1659	3
1661	3
1662	3
1663	3
1664	3
1665	3
1673	3
1676	3
1677	3
1680	3
1681	3
1683	3
1687	3
1688	3
1691	3
1692	3
1695	3
1698	3
1700	3
1701	3
1703	3
1706	3
1710	3
1711	3
1714	3
1715	3
1717	3
1718	3
1719	3
1721	3
1723	3
1724	3
1724	3
1724	1
1724	1
1725	3
1727	3
1730	3
1731	3
1734	3
1736	3
1737	3
1738	3
1739	3
1741	3
1742	3
1743	3
1747	3
1751	3
1753	3
1756	3
1758	3
1759	3
1760	3
1762	3
1767	3
1770	3
1771	3
1773	3
1775	3
1776	3
1777	3
1782	3
1786	3
1788	3
1789	3
1790	3
1791	3
1792	3
1795	3
1797	3
1798	3
1800	3
1804	3
1808	3
1809	3
1810	3
1811	3
1812	3
1814	3
1815	3
1816	3
1817	3
1818	3
1819	3
1820	3
1822	3
1823	3
1826	3
1829	3
1837	3
1840	3
1842	3
1843	3
1845	3
1847	3
1848	3
1849	3
1850	3
1851	3
1852	3
1855	3
1856	3
1857	3
1858	3
1860	3
1861	3
1863	3
1864	3
1865	3
1868	3
1869	3
1870	3
1872	3
1873	3
1874	3
1875	3
1877	3
1878	3
1879	3
1881	3
1882	3
1885	3
1886	3
1887	3
1888	3
1890	3
1891	3
1894	3
1896	3
1897	3
1899	3
1900	3
1901	3
1903	3
1904	3
1905	3
1906	3
1907	3
1908	3
1909	3
1911	3
1913	3
1918	3
1919	3
1920	3
1921	3
1926	3
1927	3
1928	3
1930	3
1932	3
1933	3
1934	3
1935	3
1936	3
1937	3
1938	3
1941	3
1942	3
1944	3
1947	3
1952	3
1954	3
1955	3
1956	3
1957	3
1958	3
1960	3
1961	3
1963	3
1964	3
1968	3
1970	3
1971	3
1974	3
1975	3
1977	3
1978	3
1981	3
1982	3
1986	3
1988	5
1988	3
1989	3
1992	3
1993	3
1994	3
1997	3
2000	3
2002	3
2004	3
2005	3
2007	3
2013	3
2014	3
2015	3
2016	3
2018	3
2020	3
2021	3
2022	3
2025	3
2026	3
2029	3
2030	3
2032	3
2033	3
2034	3
2037	3
2038	3
2040	3
2041	3
2042	3
2043	3
2044	3
2049	3
2051	3
2052	3
2058	3
2059	3
2060	3
2063	3
2064	3
2065	3
2066	3
2067	3
2068	3
2069	3
2070	3
2072	3
2073	3
2074	3
2075	3
2076	3
2079	3
2080	3
2081	3
2084	3
2085	3
2087	3
2090	3
2091	3
2092	3
2093	3
2096	3
2097	3
2098	3
2099	3
2103	3
2104	3
2105	3
2108	3
2109	3
2110	3
2112	3
2113	3
2114	3
2118	3
2119	3
2121	3
2123	3
2124	3
2125	3
2127	3
2129	3
2131	3
2132	3
2135	3
2138	3
2139	3
2140	3
2143	3
2144	3
2145	3
2147	3
2148	3
2152	3
2155	3
2157	3
2160	3
2163	3
2164	3
2166	3
2167	3
2169	3
2170	3
2172	3
2174	3
2175	3
2176	3
2177	3
2179	3
2180	3
2181	3
2183	3
2184	3
2187	3
2189	3
2191	3
2192	3
2193	3
2196	3
2197	3
2199	3
2201	3
2203	3
2204	3
2205	3
2207	3
2208	3
2209	3
2211	3
2212	3
2217	3
2218	3
2219	3
2222	3
2224	3
2226	3
2227	3
2229	3
2231	3
2233	3
2234	3
2235	3
2237	3
2241	3
2242	3
2243	3
2244	3
2246	3
2247	3
2248	3
2252	3
2253	3
2255	3
2257	3
2258	3
2259	3
2260	3
2262	3
2263	3
2264	3
2265	3
2267	3
2269	3
2270	3
2274	3
2277	3
2278	3
2279	3
2280	3
2281	3
2282	3
2283	3
2284	3
2285	3
2287	3
2288	3
2294	3
2296	3
2297	3
2301	3
2304	3
2305	3
2306	3
2307	3
2312	3
2313	3
2314	3
2315	3
2318	3
2320	3
2321	3
2323	3
2324	3
2326	3
2329	3
2330	3
2332	3
2333	3
2334	3
2335	3
2336	3
2338	3
2339	3
2340	3
2341	3
2346	3
2347	3
2348	3
2349	3
2351	3
2352	3
2354	3
2356	3
2358	3
2359	3
2361	3
2362	3
2364	3
2365	3
2366	3
2367	3
2368	3
2369	3
2372	3
2373	3
2374	3
2377	3
2378	3
2380	3
2382	3
2383	3
2384	3
2386	3
2387	3
2388	3
2390	3
2392	3
2393	3
2397	3
2399	3
2401	3
2402	3
2403	3
2404	3
2405	3
2406	3
2408	3
2409	3
2410	3
2411	3
2416	3
2418	3
2419	3
2421	3
2422	3
2425	3
2431	3
2432	3
2435	3
2437	3
2439	3
2441	3
2442	3
2443	3
2444	3
2445	3
2446	3
2448	3
2451	3
2453	3
2454	3
2455	3
2456	3
2459	3
2460	3
2462	3
2463	3
2464	3
2470	3
2471	3
2472	3
2473	3
2474	3
2477	3
2480	3
2481	3
2482	3
2483	3
2484	3
2488	3
2490	3
2493	3
2494	3
2495	3
2496	3
2497	3
2498	3
2499	3
2500	3
2504	3
2505	3
2508	3
2509	3
2510	3
2512	3
2513	3
2516	3
2517	3
2518	3
2520	3
2521	3
2524	3
2525	3
2526	3
2528	3
2529	3
2533	3
2534	3
2539	3
2540	3
2541	3
2542	3
2543	3
2544	3
2547	3
2548	3
2549	3
2553	3
2556	3
2557	3
2558	3
2559	3
2561	3
2562	3
2563	3
2564	3
2565	3
2567	3
2571	3
2573	3
2574	3
2575	3
2576	3
2577	3
2580	3
2581	3
2586	3
2587	3
2588	3
2589	3
2593	3
2594	3
2595	3
2596	3
2598	3
2600	3
2602	3
2603	3
2604	3
2605	3
2606	3
2607	3
2609	3
2611	3
2614	3
2615	3
2616	3
2617	3
2618	3
2619	3
2622	3
2623	3
2625	3
2626	3
2627	3
2629	3
2631	3
2638	3
2641	3
2644	3
2645	3
2647	3
2651	3
2652	3
2653	3
2655	3
2656	3
2658	3
2659	3
2661	3
2662	3
2663	3
2666	3
2667	3
2668	3
2671	3
2676	3
2677	3
2679	3
2680	3
2681	3
2682	3
2685	3
2688	3
2691	3
2692	3
2694	3
2695	3
2696	3
2697	3
2699	3
2701	3
2702	3
2703	3
2704	3
2705	3
2706	3
2708	3
2712	3
2714	3
2719	3
2724	4
2725	4
2728	4
2729	4
2730	4
2733	4
2734	4
2736	4
2738	4
2739	4
2741	4
2744	4
2745	4
2747	4
2748	4
2750	4
2751	4
2752	4
2754	4
2756	4
2758	4
2759	4
2764	4
2765	4
2769	4
2770	4
2772	4
2774	4
2776	4
2777	4
2779	4
2781	4
2782	4
2784	4
2785	4
2786	4
2788	4
2789	4
2790	4
2794	4
2795	4
2796	4
2798	4
2801	4
2802	4
2804	4
2805	4
2806	4
2808	4
2809	4
2810	4
2815	5
2819	5
2821	5
2822	5
2823	5
2826	5
2829	5
2831	5
2837	5
2841	5
2843	5
2844	5
2847	5
2848	5
2849	5
2850	5
2851	5
2852	5
2853	5
2856	5
2857	5
2860	5
2863	5
2865	5
2867	5
2868	5
2870	5
2871	5
2873	5
2876	5
2878	5
2879	5
2880	5
2881	5
2882	5
2885	5
2886	5
2887	5
2892	5
2893	5
2894	5
2896	5
2899	5
2902	5
2905	5
2906	5
2907	5
2908	5
2913	5
2916	5
2918	5
2920	5
2920	5
2922	5
2923	5
2925	5
2926	5
2929	5
2930	5
2931	5
2935	5
2937	5
2938	5
2939	5
2940	5
2941	5
2943	5
2945	5
2946	5
2948	5
2950	5
2955	5
2956	5
2958	5
2962	5
2966	5
2968	5
2970	5
2971	5
2972	5
2973	5
2975	5
2976	5
2978	5
2980	5
2981	5
2982	5
2984	5
2986	5
2987	5
2989	5
2992	5
2993	5
2994	5
2999	5
3000	5
3002	5
3004	5
3006	5
3008	5
3009	5
3010	5
3012	5
3013	5
3014	5
3016	5
3018	5
3019	5
3020	5
3022	5
3024	5
3025	5
3028	5
3029	5
3030	5
3034	5
3038	5
3041	5
3042	5
3045	5
3046	5
3050	5
3051	5
3052	5
3054	5
3059	5
3060	5
3061	5
3062	5
3063	5
3064	5
3067	5
3068	5
3069	5
3071	5
3072	5
3078	5
3080	5
3081	5
3083	5
3086	5
3087	5
3089	5
3090	5
3094	5
3097	5
3098	5
3100	5
3105	5
3106	5
3111	5
3112	5
3114	5
3115	5
3116	5
3120	5
3124	5
3127	5
3129	5
3131	5
3135	5
3136	5
3137	5
3138	5
3141	5
3143	5
3144	5
3147	5
3148	5
3149	5
3150	5
3153	5
3154	5
3155	5
3156	5
3159	5
3161	5
3163	5
3164	5
3165	5
3166	5
3167	5
3169	5
3171	1
3171	1
3171	5
3171	5
3174	5
3176	5
3178	5
3179	5
3180	5
3181	5
3183	5
3187	5
3188	5
3190	5
3191	5
3192	5
3195	5
3197	5
3199	5
3201	5
3204	5
3205	5
3206	5
3209	5
3210	5
3211	5
3215	5
3218	5
3220	5
3221	5
3223	5
3229	5
3236	5
3238	5
3240	5
3242	5
3244	5
3245	5
3246	5
3247	5
3248	5
3249	5
3252	5
3253	5
3254	5
3256	5
3260	5
3263	5
3265	5
3268	5
3271	5
3272	5
3276	5
3279	5
3281	5
3283	5
3284	5
3285	5
3286	5
3288	5
3289	5
3291	5
3292	5
3293	5
3294	5
3295	5
3296	5
3299	5
3303	5
3304	5
3305	5
3306	5
3307	5
3308	5
3309	5
3310	5
3312	5
3316	5
3317	5
3318	5
3319	5
3326	5
3329	5
3330	5
3333	5
3335	5
3336	5
3338	5
3340	5
3342	5
3343	5
3344	5
3345	5
3346	5
3347	5
3348	5
3349	5
3350	5
3351	5
3352	5
3353	5
3354	5
3355	5
3356	5
3357	5
3358	5
3359	5
3361	5
3365	5
3367	5
3369	5
3372	5
3373	5
3374	5
3376	5
3377	5
3378	5
3381	5
3382	5
3383	5
3386	5
3388	5
3389	5
3391	5
3394	5
3395	5
3396	5
3397	5
3399	5
3400	5
3402	5
3403	5
3404	5
3405	5
3409	5
3410	5
3411	5
3412	5
3413	5
3415	5
3416	5
3417	5
3419	5
3421	5
3422	5
3423	5
3425	5
3427	5
3428	5
3430	5
3432	5
3433	5
3435	5
3436	5
3437	5
3438	5
3439	5
3440	5
3441	5
3442	5
3443	5
3444	5
3446	5
3450	5
3451	5
3452	5
3454	5
3455	5
3456	5
3458	5
3459	5
3460	5
3461	5
3462	5
3464	5
3465	5
3466	5
3467	5
3468	5
3469	5
3470	5
3471	5
3474	5
3478	5
3480	5
3481	5
3482	5
3483	5
3484	5
3485	5
3486	5
3488	5
3489	5
3490	5
3491	5
3492	5
3494	5
3496	5
3498	5
3500	5
3501	5
3502	5
3504	5
3505	5
3506	5
3507	5
3509	5
3510	5
3511	5
3512	5
3514	5
3515	5
3516	5
3517	5
3518	5
3519	5
3521	5
3522	5
3525	5
3526	5
3527	5
3528	5
3529	5
3530	5
3533	5
3534	5
3535	5
3536	5
3538	5
3539	5
3541	5
3543	5
3544	5
3545	5
3546	5
3547	5
3550	5
3551	5
3552	5
3554	5
3555	5
3559	5
3560	5
3561	5
3562	5
3563	5
3564	5
3566	5
3567	5
3568	5
3569	5
3571	5
3572	5
3573	5
3574	5
3575	5
3576	5
3577	5
3578	5
3579	5
3580	5
3581	5
3583	5
3584	5
3585	5
3586	5
3587	5
3588	5
3589	5
3590	5
3593	5
3595	5
3598	5
3599	5
3600	5
3601	5
3602	5
3604	5
3605	5
3606	5
3607	5
3608	5
3610	5
3612	5
3614	5
3617	5
3618	5
3619	5
3620	5
3621	5
3623	5
3626	5
3627	5
3629	5
3630	5
3631	5
3632	5
3633	5
3635	5
3637	5
3638	5
3639	5
3641	5
3642	5
3643	5
3644	5
3645	5
3646	5
3647	5
3648	5
3649	5
3650	5
3652	5
3653	5
3654	5
3655	5
3656	5
3660	5
3665	5
3667	5
3668	5
3669	5
3671	5
3674	5
3677	5
3680	5
3681	5
3682	5
3683	5
3684	5
3686	5
3687	5
3689	5
3690	5
3691	5
3692	5
3693	5
3694	5
3695	5
3696	5
3697	5
3700	5
3701	5
3703	5
3704	5
3705	5
3706	5
3707	5
3708	5
3710	5
3711	5
3713	5
3719	5
3720	5
3721	5
3722	5
3723	5
3724	5
3725	5
3726	5
3727	5
3731	5
3732	5
3733	5
3737	5
3738	5
3739	5
3740	5
3742	5
3743	5
3745	5
3747	5
3748	5
3749	5
3750	5
3751	5
3757	5
3758	5
3759	5
3760	5
3761	5
3762	5
3764	5
3765	5
3766	5
3767	5
3768	5
3770	5
3771	5
3772	5
3773	5
3774	5
3776	5
3780	5
3781	5
3782	5
3784	5
3785	5
3787	5
3788	5
3789	5
3790	5
3792	5
3794	5
3795	5
3796	5
3797	5
3798	5
3799	5
3800	5
3801	5
3803	5
3804	5
3806	5
3808	5
3809	5
3810	2
3811	2
3812	2
3813	2
3814	2
3815	2
3816	2
3818	2
3819	2
3820	2
3821	2
3822	2
3823	2
3824	2
3825	2
3826	2
3827	2
3828	2
3829	2
3830	2
3831	2
3832	2
3833	2
3835	2
3836	2
3837	2
3838	2
3839	2
3840	2
3841	2
3844	2
3845	2
3846	2
3848	2
3849	2
3850	2
3851	2
3852	2
3853	2
3854	2
3855	2
3856	2
3857	2
3858	2
3859	2
3860	2
3861	2
3862	2
3863	2
3864	2
3865	2
3866	2
3868	2
3869	2
3870	2
3871	2
3872	2
3873	2
3875	2
3876	2
3877	2
3878	2
3879	2
3880	2
3881	2
3882	2
3883	2
3884	2
3885	2
3886	2
3887	2
3888	2
3889	2
3890	2
3891	2
3892	2
3893	2
3894	2
3895	2
3896	2
3897	2
3898	2
3899	2
3900	2
3901	2
3904	2
3905	2
3906	2
3908	2
3909	2
3910	2
3911	2
3912	2
3913	2
3914	2
3915	2
3917	2
3918	2
3919	2
3920	2
3921	2
3923	2
3924	2
3925	2
3926	2
3927	2
3929	2
3930	2
3931	2
3932	2
3933	2
3934	2
3935	2
3936	2
3937	2
3938	2
3939	2
3940	2
3941	2
3942	2
3943	2
3944	2
3945	2
3946	2
3947	2
3948	2
3949	2
3950	2
3952	2
3953	2
3954	2
3955	2
3956	2
3957	2
3958	2
3959	2
3960	2
3961	2
3962	2
3963	2
3964	2
3965	2
3966	2
3967	2
3969	2
3970	2
3971	2
3972	2
3973	2
3974	2
3975	2
3976	2
3977	2
3978	2
3979	2
3981	2
3982	2
3983	2
3984	2
3986	2
3987	2
3988	2
3989	2
3990	2
3991	2
3992	2
3993	2
3994	2
3995	2
3996	2
3997	2
3998	2
3999	2
4000	2
4001	2
4003	2
4004	2
4005	2
4006	2
4007	2
4008	2
4009	2
4010	2
4011	2
4012	2
4013	2
4014	2
4015	2
4016	2
4017	2
4019	2
4020	2
4021	2
4022	2
4023	2
4024	2
4025	2
4026	2
4027	2
4028	2
4029	2
4031	2
4032	2
4033	2
4035	2
4036	2
4037	2
4038	2
4040	2
4041	2
4042	2
4043	2
4044	2
4045	2
4046	2
4047	2
4048	2
4050	2
4051	2
4052	2
4053	2
4054	2
4055	2
4057	2
4058	2
4059	2
4060	2
4061	2
4062	2
4063	2
4064	2
4065	2
4066	2
4067	2
4068	2
4069	2
4070	2
4071	2
4072	2
4073	2
4074	2
4075	2
4076	2
4077	2
4078	2
4079	2
4080	2
4081	2
4082	2
4083	2
4085	2
4086	2
4087	2
4088	2
4091	2
4092	2
4093	2
4094	2
4095	2
4096	2
4097	2
4100	2
4101	2
4102	2
4104	2
4105	2
4106	2
4107	2
4108	2
4109	2
4110	2
4111	2
4112	2
4113	2
4114	2
4116	2
4117	2
4119	2
4120	2
4121	2
4123	2
4124	2
4125	2
4126	2
4127	2
4128	2
4129	2
4130	2
4131	2
4132	2
4133	2
4134	2
4135	2
4136	2
4137	2
4138	2
4139	2
4140	2
4141	2
4142	2
4144	2
4145	2
4146	2
4147	2
4148	2
4151	2
4152	2
4153	2
4154	2
4155	2
4156	2
4157	2
4158	2
4160	2
4161	2
4162	2
4163	2
4164	2
4165	2
4166	2
4167	2
4168	2
4170	2
4171	2
4172	2
4173	2
4174	2
4175	2
4178	2
4179	2
4180	2
4181	2
4184	2
4184	1
4184	1
4184	2
4186	2
4187	2
4188	2
4189	2
4190	2
4191	2
4192	2
4193	2
4194	2
4195	2
4196	2
4197	2
4198	2
4199	2
4200	2
4201	2
4202	2
4203	2
4204	2
4205	2
4206	2
4209	2
4210	2
4212	2
4213	2
4215	2
4216	2
4217	2
4218	2
4219	2
4220	2
4221	2
4222	2
4223	2
4224	2
4225	2
4226	2
4227	2
4228	2
4229	2
4230	2
4231	2
4232	2
4233	2
4236	2
4237	2
4238	2
4239	2
4240	2
4243	2
4244	2
4245	2
4246	2
4247	2
4248	2
4249	2
4250	2
4251	2
4253	2
4254	2
4255	2
4256	2
4258	2
4259	2
4260	2
4261	2
4262	2
4263	2
4264	2
4265	2
4266	2
4267	2
4268	2
4271	2
4272	2
4273	2
4274	2
4275	2
4276	2
4278	2
4279	2
4280	2
4281	2
4282	2
4283	2
4284	2
4285	2
4286	2
4287	2
4288	2
4289	2
4290	2
4291	2
4292	2
4293	2
4294	2
4295	2
4296	2
4297	2
4298	2
4300	2
4301	2
4302	2
4304	2
