movie	cast
30	100030
30	100030
30	100030
30	100030
30	100030
30	100030
30	100030
30	100030
30	100030
30	100030
30	100030
30	100030
30	100030
30	100030
30	100030
30	100030
30	100030
34	100031
34	100031
34	100031
34	100031
34	100031
34	100031
34	100031
35	100032
35	100032
35	100032
35	100032
35	100032
32	100033
33	100034
33	100034
33	100034
33	100034
33	100034
38	100035
39	100036
39	100036
36	100037
36	100037
36	100037
37	100038
37	100038
37	100038
37	100038
37	100038
37	100038
42	100039
42	100039
42	100039
43	100040
40	100041
40	100041
40	100041
40	100041
40	100041
40	100041
41	100042
41	100042
46	100043
46	100043
46	100043
46	100043
46	100043
46	100043
46	100043
46	100043
47	100044
47	100044
47	100044
47	100044
47	100044
47	100044
47	100044
47	100044
47	100044
47	100044
44	100045
44	100045
44	100045
44	100045
44	100045
44	100045
44	100045
44	100045
44	100045
44	100045
44	100045
44	100045
45	100046
45	100046
51	100047
50	100048
49	100049
48	100050
48	100050
48	100050
48	100050
48	100050
48	100050
48	100050
48	100050
48	100050
48	100050
55	100051
55	100051
55	100051
55	100051
55	100051
55	100051
55	100051
55	100051
55	100051
54	100052
54	100052
54	100052
54	100052
54	100052
54	100052
54	100052
53	100053
53	100053
53	100053
52	100054
52	100054
52	100054
52	100054
52	100054
52	100054
52	100054
52	100054
52	100054
59	100055
59	100055
58	100056
58	100056
58	100056
57	100057
56	100058
63	100059
62	100060
62	100060
62	100060
62	100060
62	100060
62	100060
61	100061
61	100061
60	100062
60	100062
60	100062
60	100062
60	100062
60	100062
60	100062
60	100062
60	100062
60	100062
60	100062
60	100062
60	100062
60	100062
60	100062
60	100062
60	100062
68	100063
68	100063
68	100063
68	100063
68	100063
68	100063
69	100064
69	100064
69	100064
69	100064
69	100064
69	100064
69	100064
69	100064
70	100065
70	100065
71	100066
71	100066
71	100066
64	100067
64	100067
64	100067
65	100068
66	100069
66	100069
66	100069
66	100069
66	100069
66	100069
66	100069
67	100070
67	100070
67	100070
76	100071
76	100071
76	100071
76	100071
76	100071
77	100072
77	100072
77	100072
77	100072
77	100072
77	100072
77	100072
77	100072
78	100073
78	100073
78	100073
78	100073
78	100073
78	100073
78	100073
78	100073
78	100073
78	100073
78	100073
78	100073
79	100074
79	100074
79	100074
79	100074
72	100075
72	100075
72	100075
73	100076
73	100076
73	100076
73	100076
73	100076
73	100076
74	100077
74	100077
74	100077
74	100077
74	100077
74	100077
74	100077
74	100077
74	100077
74	100077
74	100077
75	100078
75	100078
75	100078
75	100078
75	100078
75	100078
75	100078
75	100078
75	100078
75	100078
75	100078
75	100078
75	100078
75	100078
75	100078
75	100078
75	100078
75	100078
75	100078
75	100078
75	100078
75	100078
75	100078
75	100078
75	100078
75	100078
85	100079
85	100079
85	100079
85	100079
85	100079
85	100079
85	100079
85	100079
85	100079
85	100079
85	100079
85	100079
85	100079
85	100079
85	100079
85	100079
85	100079
85	100079
85	100079
84	100080
87	100081
86	100082
86	100082
86	100082
86	100082
86	100082
86	100082
86	100082
86	100082
86	100082
81	100083
81	100083
81	100083
80	100084
83	100085
83	100085
82	100086
82	100086
93	100087
93	100087
93	100087
93	100087
93	100087
93	100087
93	100087
93	100087
93	100087
93	100087
92	100088
92	100088
92	100088
92	100088
92	100088
92	100088
92	100088
92	100088
92	100088
92	100088
92	100088
92	100088
92	100088
95	100089
95	100089
95	100089
95	100089
95	100089
95	100089
95	100089
95	100089
95	100089
95	100089
95	100089
95	100089
94	100090
94	100090
94	100090
94	100090
94	100090
94	100090
94	100090
89	100091
89	100091
89	100091
89	100091
89	100091
89	100091
88	100092
91	100093
91	100093
91	100093
91	100093
91	100093
91	100093
90	100094
90	100094
90	100094
102	100095
103	100096
103	100096
100	100097
100	100097
100	100097
100	100097
100	100097
100	100097
100	100097
100	100097
100	100097
100	100097
100	100097
100	100097
100	100097
100	100097
100	100097
101	100098
101	100098
98	100099
99	100100
99	100100
99	100100
99	100100
99	100100
99	100100
99	100100
99	100100
99	100100
96	100101
96	100101
96	100101
96	100101
96	100101
96	100101
96	100101
96	100101
96	100101
96	100101
96	100101
96	100101
96	100101
96	100101
96	100101
96	100101
96	100101
96	100101
96	100101
96	100101
96	100101
96	100101
96	100101
96	100101
97	100102
97	100102
97	100102
97	100102
97	100102
97	100102
97	100102
97	100102
97	100102
97	100102
110	100103
111	100104
111	100104
111	100104
111	100104
111	100104
111	100104
111	100104
111	100104
108	100105
108	100105
108	100105
108	100105
108	100105
108	100105
108	100105
108	100105
108	100105
108	100105
108	100105
108	100105
108	100105
108	100105
108	100105
108	100105
108	100105
109	100106
106	100107
106	100107
106	100107
106	100107
106	100107
106	100107
106	100107
106	100107
106	100107
106	100107
107	100108
104	100109
104	100109
104	100109
104	100109
104	100109
104	100109
105	100110
105	100110
105	100110
105	100110
105	100110
105	100110
105	100110
105	100110
105	100110
105	100110
105	100110
105	100110
105	100110
105	100110
105	100110
105	100110
105	100110
105	100110
105	100110
105	100110
105	100110
105	100110
105	100110
105	100110
105	100110
105	100110
105	100110
105	100110
105	100110
105	100110
105	100110
105	100110
105	100110
105	100110
119	100111
119	100111
118	100112
118	100112
118	100112
118	100112
118	100112
118	100112
118	100112
118	100112
117	100113
116	100114
116	100114
116	100114
116	100114
116	100114
116	100114
116	100114
116	100114
116	100114
116	100114
116	100114
116	100114
116	100114
115	100115
114	100116
114	100116
114	100116
114	100116
114	100116
114	100116
114	100116
113	100117
113	100117
113	100117
113	100117
113	100117
113	100117
113	100117
113	100117
113	100117
113	100117
113	100117
113	100117
113	100117
112	100118
112	100118
112	100118
127	100119
126	100120
125	100121
124	100122
124	100122
124	100122
124	100122
123	100123
123	100123
123	100123
123	100123
123	100123
122	100124
121	100125
121	100125
121	100125
121	100125
121	100125
121	100125
121	100125
120	100126
120	100126
120	100126
120	100126
120	100126
120	100126
120	100126
120	100126
120	100126
120	100126
120	100126
120	100126
120	100126
137	100127
137	100127
137	100127
137	100127
137	100127
137	100127
136	100128
139	100129
139	100129
138	100130
138	100130
138	100130
138	100130
141	100131
141	100131
141	100131
141	100131
141	100131
141	100131
141	100131
140	100132
140	100132
140	100132
140	100132
140	100132
140	100132
140	100132
140	100132
140	100132
140	100132
140	100132
140	100132
143	100133
143	100133
142	100134
142	100134
142	100134
142	100134
142	100134
142	100134
142	100134
142	100134
142	100134
142	100134
142	100134
142	100134
142	100134
142	100134
142	100134
142	100134
142	100134
142	100134
142	100134
142	100134
142	100134
142	100134
142	100134
129	100135
129	100135
128	100136
131	100137
131	100137
131	100137
131	100137
131	100137
131	100137
131	100137
131	100137
131	100137
131	100137
131	100137
131	100137
130	100138
130	100138
130	100138
130	100138
130	100138
130	100138
130	100138
130	100138
130	100138
130	100138
130	100138
130	100138
130	100138
133	100139
133	100139
133	100139
133	100139
133	100139
133	100139
133	100139
132	100140
132	100140
132	100140
135	100141
135	100141
134	100142
134	100142
134	100142
134	100142
152	100143
153	100144
153	100144
153	100144
153	100144
153	100144
153	100144
154	100145
154	100145
155	100146
156	100147
156	100147
157	100148
157	100148
157	100148
157	100148
157	100148
157	100148
157	100148
157	100148
157	100148
157	100148
157	100148
157	100148
157	100148
157	100148
157	100148
157	100148
158	100149
158	100149
158	100149
158	100149
158	100149
158	100149
158	100149
158	100149
159	100150
159	100150
159	100150
159	100150
159	100150
144	100151
145	100152
145	100152
145	100152
145	100152
145	100152
146	100153
146	100153
146	100153
146	100153
147	100154
147	100154
147	100154
147	100154
147	100154
147	100154
147	100154
147	100154
148	100155
149	100156
150	100157
150	100157
150	100157
150	100157
150	100157
150	100157
151	100158
151	100158
151	100158
171	100159
171	100159
170	100160
170	100160
170	100160
170	100160
170	100160
170	100160
170	100160
170	100160
170	100160
170	100160
169	100161
168	100162
168	100162
168	100162
168	100162
168	100162
168	100162
168	100162
168	100162
168	100162
168	100162
168	100162
168	100162
175	100163
175	100163
174	100164
174	100164
174	100164
174	100164
174	100164
174	100164
174	100164
174	100164
174	100164
174	100164
174	100164
174	100164
174	100164
173	100165
173	100165
172	100166
172	100166
163	100167
163	100167
163	100167
163	100167
163	100167
163	100167
163	100167
162	100168
162	100168
162	100168
162	100168
162	100168
162	100168
162	100168
161	100169
160	100170
160	100170
160	100170
160	100170
160	100170
160	100170
160	100170
160	100170
160	100170
160	100170
160	100170
167	100171
167	100171
167	100171
167	100171
166	100172
165	100173
165	100173
165	100173
165	100173
165	100173
165	100173
165	100173
165	100173
164	100174
164	100174
164	100174
164	100174
164	100174
164	100174
186	100175
187	100176
187	100176
187	100176
187	100176
187	100176
187	100176
184	100177
185	100178
185	100178
185	100178
185	100178
185	100178
185	100178
185	100178
190	100179
190	100179
190	100179
191	100180
191	100180
191	100180
191	100180
191	100180
188	100181
188	100181
188	100181
188	100181
189	100182
178	100183
179	100184
176	100185
177	100186
177	100186
177	100186
177	100186
177	100186
182	100187
183	100188
180	100189
180	100189
181	100190
181	100190
181	100190
181	100190
181	100190
181	100190
181	100190
181	100190
181	100190
181	100190
181	100190
181	100190
181	100190
205	100191
204	100192
204	100192
204	100192
204	100192
204	100192
204	100192
204	100192
204	100192
204	100192
204	100192
204	100192
204	100192
204	100192
204	100192
204	100192
204	100192
204	100192
207	100193
207	100193
207	100193
207	100193
207	100193
207	100193
207	100193
207	100193
207	100193
207	100193
207	100193
207	100193
207	100193
207	100193
207	100193
207	100193
207	100193
207	100193
206	100194
206	100194
206	100194
206	100194
206	100194
206	100194
206	100194
206	100194
206	100194
206	100194
201	100195
201	100195
201	100195
201	100195
201	100195
201	100195
201	100195
201	100195
201	100195
201	100195
200	100196
203	100197
203	100197
202	100198
202	100198
202	100198
202	100198
202	100198
202	100198
202	100198
202	100198
202	100198
202	100198
202	100198
202	100198
197	100199
196	100200
199	100201
199	100201
199	100201
199	100201
199	100201
199	100201
198	100202
198	100202
193	100203
192	100204
192	100204
195	100205
195	100205
195	100205
195	100205
195	100205
195	100205
195	100205
195	100205
194	100206
194	100206
220	100207
220	100207
220	100207
220	100207
220	100207
220	100207
220	100207
220	100207
220	100207
220	100207
220	100207
220	100207
220	100207
220	100207
220	100207
220	100207
220	100207
221	100208
222	100209
222	100209
222	100209
222	100209
222	100209
222	100209
222	100209
222	100209
222	100209
222	100209
222	100209
222	100209
222	100209
222	100209
222	100209
222	100209
222	100209
223	100210
223	100210
223	100210
223	100210
216	100211
217	100212
217	100212
217	100212
217	100212
217	100212
217	100212
217	100212
217	100212
217	100212
217	100212
217	100212
217	100212
217	100212
217	100212
217	100212
217	100212
217	100212
217	100212
217	100212
217	100212
217	100212
217	100212
218	100213
218	100213
218	100213
218	100213
218	100213
218	100213
218	100213
218	100213
219	100214
219	100214
212	100215
212	100215
212	100215
212	100215
212	100215
212	100215
212	100215
212	100215
212	100215
212	100215
212	100215
212	100215
212	100215
212	100215
212	100215
212	100215
213	100216
213	100216
213	100216
213	100216
213	100216
214	100217
214	100217
214	100217
214	100217
214	100217
214	100217
214	100217
214	100217
214	100217
215	100218
215	100218
208	100219
208	100219
208	100219
209	100220
209	100220
209	100220
209	100220
209	100220
209	100220
210	100221
211	100222
239	100223
238	100224
238	100224
238	100224
238	100224
238	100224
238	100224
237	100225
237	100225
237	100225
237	100225
236	100226
235	100227
234	100228
234	100228
234	100228
234	100228
234	100228
234	100228
234	100228
234	100228
234	100228
234	100228
234	100228
233	100229
232	100230
232	100230
232	100230
232	100230
231	100231
230	100232
230	100232
230	100232
230	100232
230	100232
230	100232
230	100232
229	100233
229	100233
229	100233
229	100233
229	100233
229	100233
228	100234
228	100234
227	100235
227	100235
227	100235
227	100235
227	100235
227	100235
227	100235
227	100235
227	100235
227	100235
227	100235
226	100236
226	100236
225	100237
225	100237
225	100237
225	100237
225	100237
225	100237
224	100238
224	100238
224	100238
254	100239
255	100240
255	100240
255	100240
255	100240
255	100240
255	100240
255	100240
255	100240
252	100241
253	100242
253	100242
253	100242
253	100242
253	100242
253	100242
253	100242
253	100242
253	100242
253	100242
250	100243
250	100243
250	100243
250	100243
251	100244
251	100244
251	100244
251	100244
251	100244
251	100244
251	100244
251	100244
251	100244
251	100244
251	100244
251	100244
251	100244
251	100244
251	100244
251	100244
251	100244
251	100244
248	100245
248	100245
249	100246
246	100247
246	100247
246	100247
246	100247
246	100247
246	100247
246	100247
246	100247
246	100247
246	100247
246	100247
246	100247
246	100247
246	100247
246	100247
246	100247
246	100247
246	100247
246	100247
246	100247
247	100248
247	100248
247	100248
247	100248
247	100248
247	100248
247	100248
247	100248
244	100249
244	100249
244	100249
244	100249
244	100249
244	100249
244	100249
245	100250
245	100250
245	100250
245	100250
242	100251
242	100251
242	100251
242	100251
242	100251
243	100252
243	100252
243	100252
243	100252
243	100252
243	100252
243	100252
243	100252
243	100252
243	100252
243	100252
243	100252
243	100252
243	100252
243	100252
243	100252
240	100253
240	100253
240	100253
240	100253
240	100253
240	100253
240	100253
240	100253
240	100253
240	100253
240	100253
240	100253
241	100254
241	100254
241	100254
241	100254
241	100254
241	100254
241	100254
241	100254
241	100254
241	100254
241	100254
241	100254
241	100254
241	100254
241	100254
241	100254
241	100254
241	100254
241	100254
241	100254
241	100254
241	100254
241	100254
241	100254
275	100255
275	100255
275	100255
275	100255
275	100255
275	100255
275	100255
275	100255
275	100255
275	100255
275	100255
275	100255
274	100256
274	100256
274	100256
274	100256
274	100256
274	100256
274	100256
273	100257
272	100258
272	100258
272	100258
272	100258
279	100259
279	100259
279	100259
279	100259
279	100259
279	100259
279	100259
279	100259
279	100259
279	100259
279	100259
278	100260
278	100260
278	100260
278	100260
278	100260
278	100260
278	100260
278	100260
278	100260
278	100260
278	100260
278	100260
278	100260
278	100260
277	100261
277	100261
277	100261
277	100261
277	100261
276	100262
276	100262
276	100262
276	100262
276	100262
276	100262
276	100262
276	100262
276	100262
276	100262
276	100262
276	100262
276	100262
276	100262
276	100262
276	100262
276	100262
276	100262
276	100262
276	100262
283	100263
283	100263
283	100263
283	100263
283	100263
283	100263
283	100263
282	100264
281	100265
281	100265
281	100265
281	100265
281	100265
281	100265
281	100265
281	100265
280	100266
280	100266
280	100266
280	100266
280	100266
280	100266
280	100266
280	100266
280	100266
280	100266
287	100267
287	100267
286	100268
286	100268
286	100268
286	100268
286	100268
285	100269
285	100269
285	100269
284	100270
284	100270
284	100270
284	100270
284	100270
284	100270
258	100271
259	100272
259	100272
259	100272
259	100272
259	100272
259	100272
259	100272
259	100272
259	100272
259	100272
259	100272
259	100272
259	100272
259	100272
256	100273
256	100273
257	100274
257	100274
257	100274
257	100274
257	100274
257	100274
257	100274
257	100274
262	100275
262	100275
262	100275
262	100275
262	100275
262	100275
262	100275
262	100275
263	100276
263	100276
263	100276
260	100277
260	100277
261	100278
261	100278
261	100278
261	100278
261	100278
261	100278
261	100278
261	100278
261	100278
261	100278
261	100278
261	100278
261	100278
261	100278
261	100278
261	100278
261	100278
261	100278
261	100278
261	100278
261	100278
261	100278
261	100278
261	100278
261	100278
261	100278
261	100278
261	100278
261	100278
266	100279
266	100279
266	100279
266	100279
266	100279
266	100279
266	100279
266	100279
266	100279
266	100279
266	100279
267	100280
267	100280
267	100280
267	100280
267	100280
267	100280
267	100280
267	100280
267	100280
267	100280
264	100281
264	100281
265	100282
265	100282
265	100282
270	100283
270	100283
270	100283
270	100283
270	100283
270	100283
270	100283
270	100283
270	100283
270	100283
270	100283
270	100283
270	100283
270	100283
270	100283
270	100283
270	100283
270	100283
270	100283
270	100283
271	100284
271	100284
271	100284
271	100284
271	100284
268	100285
268	100285
268	100285
268	100285
268	100285
268	100285
268	100285
268	100285
268	100285
268	100285
268	100285
268	100285
268	100285
268	100285
269	100286
269	100286
305	100287
305	100287
305	100287
305	100287
305	100287
305	100287
305	100287
305	100287
305	100287
305	100287
305	100287
305	100287
305	100287
305	100287
304	100288
304	100288
304	100288
304	100288
304	100288
304	100288
304	100288
304	100288
304	100288
304	100288
304	100288
304	100288
307	100289
307	100289
307	100289
306	100290
306	100290
306	100290
306	100290
306	100290
306	100290
306	100290
306	100290
306	100290
309	100291
309	100291
309	100291
309	100291
309	100291
309	100291
309	100291
309	100291
309	100291
309	100291
309	100291
309	100291
309	100291
309	100291
308	100292
311	100293
311	100293
311	100293
311	100293
310	100294
310	100294
310	100294
310	100294
310	100294
310	100294
310	100294
310	100294
310	100294
310	100294
310	100294
310	100294
310	100294
313	100295
313	100295
313	100295
312	100296
312	100296
312	100296
312	100296
312	100296
315	100297
314	100298
314	100298
314	100298
314	100298
317	100299
317	100299
317	100299
317	100299
317	100299
317	100299
317	100299
317	100299
316	100300
316	100300
319	100301
319	100301
319	100301
318	100302
318	100302
288	100303
288	100303
288	100303
288	100303
288	100303
289	100304
290	100305
290	100305
290	100305
290	100305
290	100305
290	100305
290	100305
291	100306
291	100306
291	100306
291	100306
291	100306
291	100306
291	100306
291	100306
291	100306
291	100306
291	100306
291	100306
291	100306
291	100306
291	100306
291	100306
291	100306
291	100306
291	100306
291	100306
291	100306
291	100306
291	100306
291	100306
291	100306
291	100306
291	100306
291	100306
291	100306
291	100306
292	100307
292	100307
292	100307
292	100307
293	100308
293	100308
293	100308
293	100308
293	100308
293	100308
293	100308
293	100308
293	100308
293	100308
293	100308
293	100308
293	100308
293	100308
293	100308
294	100309
294	100309
294	100309
294	100309
294	100309
295	100310
295	100310
295	100310
295	100310
295	100310
295	100310
295	100310
295	100310
295	100310
295	100310
295	100310
296	100311
297	100312
297	100312
297	100312
297	100312
297	100312
297	100312
298	100313
298	100313
298	100313
299	100314
299	100314
299	100314
299	100314
300	100315
300	100315
300	100315
300	100315
300	100315
300	100315
300	100315
300	100315
300	100315
301	100316
301	100316
301	100316
302	100317
303	100318
303	100318
303	100318
303	100318
303	100318
343	100319
343	100319
343	100319
343	100319
342	100320
341	100321
341	100321
341	100321
340	100322
339	100323
339	100323
339	100323
338	100324
337	100325
337	100325
337	100325
337	100325
337	100325
336	100326
336	100326
351	100327
351	100327
351	100327
351	100327
351	100327
350	100328
350	100328
350	100328
350	100328
350	100328
349	100329
349	100329
349	100329
349	100329
349	100329
349	100329
349	100329
349	100329
349	100329
349	100329
349	100329
349	100329
349	100329
349	100329
349	100329
349	100329
349	100329
349	100329
349	100329
349	100329
349	100329
349	100329
349	100329
349	100329
349	100329
349	100329
349	100329
349	100329
348	100330
347	100331
347	100331
347	100331
346	100332
345	100333
345	100333
345	100333
345	100333
345	100333
344	100334
326	100335
326	100335
326	100335
326	100335
326	100335
326	100335
326	100335
326	100335
326	100335
327	100336
327	100336
327	100336
327	100336
327	100336
327	100336
327	100336
327	100336
327	100336
327	100336
327	100336
327	100336
327	100336
327	100336
327	100336
327	100336
327	100336
327	100336
327	100336
327	100336
327	100336
327	100336
327	100336
327	100336
327	100336
327	100336
327	100336
324	100337
324	100337
324	100337
324	100337
324	100337
325	100338
325	100338
325	100338
325	100338
325	100338
325	100338
325	100338
325	100338
325	100338
325	100338
325	100338
325	100338
325	100338
325	100338
325	100338
325	100338
325	100338
325	100338
325	100338
325	100338
325	100338
325	100338
325	100338
325	100338
325	100338
325	100338
325	100338
325	100338
325	100338
325	100338
325	100338
322	100339
322	100339
323	100340
323	100340
320	100341
320	100341
321	100342
321	100342
321	100342
321	100342
334	100343
335	100344
332	100345
332	100345
332	100345
332	100345
333	100346
333	100346
333	100346
333	100346
330	100347
330	100347
330	100347
330	100347
330	100347
330	100347
330	100347
330	100347
330	100347
331	100348
328	100349
329	100350
329	100350
329	100350
329	100350
329	100350
329	100350
329	100350
329	100350
329	100350
329	100350
329	100350
329	100350
329	100350
373	100351
373	100351
373	100351
372	100352
375	100353
374	100354
374	100354
374	100354
374	100354
374	100354
374	100354
374	100354
374	100354
369	100355
368	100356
368	100356
368	100356
368	100356
368	100356
368	100356
368	100356
371	100357
371	100357
371	100357
370	100358
370	100358
370	100358
370	100358
370	100358
381	100359
381	100359
381	100359
381	100359
381	100359
381	100359
381	100359
381	100359
381	100359
381	100359
381	100359
381	100359
381	100359
381	100359
381	100359
381	100359
381	100359
381	100359
381	100359
381	100359
380	100360
380	100360
383	100361
382	100362
382	100362
382	100362
377	100363
377	100363
377	100363
377	100363
377	100363
377	100363
377	100363
377	100363
377	100363
377	100363
376	100364
379	100365
379	100365
378	100366
378	100366
356	100367
357	100368
357	100368
357	100368
357	100368
357	100368
357	100368
357	100368
357	100368
357	100368
357	100368
357	100368
357	100368
357	100368
357	100368
358	100369
358	100369
359	100370
359	100370
359	100370
359	100370
359	100370
359	100370
359	100370
359	100370
359	100370
359	100370
359	100370
352	100371
352	100371
352	100371
352	100371
353	100372
353	100372
353	100372
354	100373
355	100374
364	100375
364	100375
364	100375
364	100375
365	100376
365	100376
366	100377
367	100378
367	100378
367	100378
367	100378
367	100378
367	100378
367	100378
367	100378
367	100378
367	100378
367	100378
367	100378
360	100379
361	100380
362	100381
362	100381
362	100381
363	100382
363	100382
410	100383
411	100384
411	100384
408	100385
408	100385
408	100385
409	100386
409	100386
409	100386
409	100386
409	100386
409	100386
409	100386
409	100386
409	100386
409	100386
409	100386
409	100386
409	100386
409	100386
409	100386
409	100386
409	100386
409	100386
414	100387
414	100387
414	100387
414	100387
414	100387
414	100387
414	100387
414	100387
414	100387
414	100387
414	100387
414	100387
414	100387
414	100387
414	100387
414	100387
414	100387
414	100387
414	100387
414	100387
414	100387
414	100387
414	100387
414	100387
414	100387
414	100387
414	100387
414	100387
414	100387
414	100387
414	100387
414	100387
414	100387
414	100387
414	100387
414	100387
414	100387
414	100387
415	100388
415	100388
415	100388
415	100388
415	100388
415	100388
415	100388
415	100388
412	100389
412	100389
413	100390
413	100390
413	100390
413	100390
413	100390
413	100390
413	100390
413	100390
413	100390
413	100390
413	100390
402	100391
402	100391
402	100391
402	100391
402	100391
402	100391
402	100391
402	100391
402	100391
402	100391
402	100391
402	100391
402	100391
402	100391
403	100392
403	100392
403	100392
403	100392
400	100393
400	100393
400	100393
400	100393
400	100393
400	100393
400	100393
401	100394
401	100394
406	100395
407	100396
407	100396
407	100396
407	100396
407	100396
407	100396
407	100396
407	100396
407	100396
404	100397
405	100398
395	100399
394	100400
394	100400
394	100400
394	100400
394	100400
394	100400
394	100400
394	100400
394	100400
394	100400
394	100400
394	100400
393	100401
393	100401
393	100401
393	100401
393	100401
393	100401
393	100401
392	100402
392	100402
392	100402
399	100403
398	100404
398	100404
398	100404
398	100404
398	100404
397	100405
397	100405
397	100405
397	100405
397	100405
397	100405
396	100406
387	100407
387	100407
387	100407
387	100407
387	100407
387	100407
386	100408
385	100409
385	100409
384	100410
384	100410
391	100411
391	100411
391	100411
391	100411
391	100411
391	100411
390	100412
390	100412
390	100412
389	100413
389	100413
389	100413
389	100413
389	100413
389	100413
389	100413
389	100413
389	100413
389	100413
389	100413
388	100414
388	100414
388	100414
388	100414
388	100414
388	100414
388	100414
388	100414
388	100414
388	100414
388	100414
388	100414
388	100414
388	100414
440	100415
440	100415
440	100415
440	100415
440	100415
440	100415
440	100415
440	100415
440	100415
440	100415
441	100416
441	100416
441	100416
441	100416
441	100416
441	100416
442	100417
442	100417
442	100417
442	100417
442	100417
442	100417
442	100417
442	100417
442	100417
442	100417
442	100417
443	100418
443	100418
444	100419
444	100419
444	100419
444	100419
444	100419
445	100420
446	100421
446	100421
446	100421
447	100422
447	100422
447	100422
447	100422
447	100422
447	100422
447	100422
447	100422
447	100422
447	100422
432	100423
432	100423
432	100423
433	100424
434	100425
434	100425
435	100426
436	100427
436	100427
436	100427
436	100427
436	100427
436	100427
436	100427
436	100427
436	100427
436	100427
436	100427
436	100427
436	100427
436	100427
436	100427
436	100427
436	100427
436	100427
436	100427
436	100427
436	100427
436	100427
436	100427
436	100427
436	100427
436	100427
437	100428
437	100428
438	100429
438	100429
438	100429
439	100430
425	100431
424	100432
424	100432
424	100432
424	100432
424	100432
424	100432
424	100432
424	100432
427	100433
427	100433
427	100433
427	100433
427	100433
427	100433
427	100433
427	100433
427	100433
427	100433
427	100433
427	100433
426	100434
426	100434
426	100434
426	100434
426	100434
426	100434
429	100435
429	100435
429	100435
429	100435
428	100436
431	100437
431	100437
431	100437
431	100437
430	100438
430	100438
430	100438
417	100439
417	100439
417	100439
417	100439
417	100439
417	100439
416	100440
416	100440
416	100440
416	100440
416	100440
416	100440
419	100441
418	100442
421	100443
421	100443
421	100443
421	100443
421	100443
421	100443
421	100443
421	100443
421	100443
420	100444
423	100445
423	100445
423	100445
423	100445
422	100446
422	100446
422	100446
422	100446
422	100446
478	100447
478	100447
479	100448
479	100448
479	100448
479	100448
479	100448
479	100448
479	100448
479	100448
479	100448
479	100448
479	100448
476	100449
477	100450
474	100451
475	100452
475	100452
475	100452
475	100452
475	100452
475	100452
472	100453
472	100453
472	100453
472	100453
472	100453
472	100453
472	100453
472	100453
473	100454
473	100454
473	100454
473	100454
473	100454
473	100454
470	100455
470	100455
470	100455
470	100455
470	100455
470	100455
470	100455
470	100455
470	100455
471	100456
471	100456
471	100456
471	100456
471	100456
471	100456
471	100456
471	100456
471	100456
471	100456
471	100456
471	100456
471	100456
471	100456
468	100457
468	100457
468	100457
469	100458
466	100459
466	100459
467	100460
467	100460
467	100460
464	100461
464	100461
464	100461
464	100461
465	100462
465	100462
465	100462
463	100463
463	100463
463	100463
463	100463
463	100463
463	100463
463	100463
462	100464
462	100464
462	100464
462	100464
462	100464
462	100464
462	100464
462	100464
462	100464
462	100464
462	100464
461	100465
461	100465
461	100465
461	100465
461	100465
460	100466
